Country,ISO,Year,January,February,March,April,May,Heatwave
Czechia,CZE,1993,-0.45,-3.566666667,1.175,8.375,14.26666667,0
Czechia,CZE,1994,1.5,-1.533333333,5,6.433333333,11.63333333,0
Czechia,CZE,1995,-2.7,2.533333333,1.366666667,8,11.6,0
Czechia,CZE,1996,-5.266666667,-4.733333333,-1.233333333,7.166666667,10.86666667,0
Czechia,CZE,1997,-4.8,1.633333333,4.1,4.466666667,12.13333333,0
Czechia,CZE,1998,-0.366666667,1.825,1.925,7.833333333,12.45,0
Czechia,CZE,1999,-0.95,-2.725,3.35,7.275,12.375,0
Czechia,CZE,2000,-2.625,1.3,2.7,9.275,13.7,0
Czechia,CZE,2001,-2.65,-0.22,2.175,5.15,12.975,0
Czechia,CZE,2002,-1.55,2.575,3.2,6.15,13.225,0
Czechia,CZE,2003,-3.15,-4.85,3.575,6.4,13.6,1
Czechia,CZE,2004,-3.8,0.125,1.7,7.62,10.15,0
Czechia,CZE,2005,-0.84,-4.18,0.95,8.2,12.1,0
Czechia,CZE,2006,-5.5,-2.9,-0.4,6.96,11.85,0
Czechia,CZE,2007,2.15,2.025,4.275,10.25,13.16,0
Czechia,CZE,2008,0.5,1.95,1.925,6.42,12.88,0
Czechia,CZE,2009,-4.975,-2.225,1.925,11.2,12.3,0
Czechia,CZE,2010,-5.58,-2.925,1.8,7.26,9.7,0
Czechia,CZE,2011,-1.66,-2.62,3.65,9.9,12.675,0
Czechia,CZE,2012,-0.78,-5.383333333,5.225,7.04,13.4,0
Czechia,CZE,2013,-2.375,-2.8,-2,6.86,10.34,0
Czechia,CZE,2014,-0.275,1.06,5.725,9.48,10.875,0
Czechia,CZE,2015,0.02,-1.58,3.325,6.88,11.425,0
Czechia,CZE,2016,-1.6,1.25,1.975,6.48,12.14,0
Czechia,CZE,2017,-5.86,0.9,5.225,6.2,13.13333333,0
Czechia,CZE,2018,1.24,-4.44,-0.05,11.31666667,14.92,0
Czechia,CZE,2019,-1.67,1.82,4.7,8.94,9.84,0
Czechia,CZE,2020,0.62,3.24,3.1,9.4,10.53,0
Czechia,CZE,2021,-1.54,-0.72,2.625,4.73,9.39,0
Egypt,EGY,1990,13.475,13.85,15.76666667,19.35,20.9,0
Egypt,EGY,1991,13.36666667,14.45,17.275,19.95,21.95,0
Egypt,EGY,1992,12.45,11.875,14.975,17.825,21,0
Egypt,EGY,1993,12.425,12.475,14.65,19.5,21.275,0
Egypt,EGY,1994,15.1,14.6,15.83333333,20.83333333,22.63333333,0
Egypt,EGY,1995,12.875,14.175,16.275,17.95,20.9,1
Egypt,EGY,1996,13.4,14.85,16,18,22.525,1
Egypt,EGY,1997,14.02,13.8,14.8,17.425,21.65,0
Egypt,EGY,1998,13.875,14.8,15.05,19.975,22.4,0
Egypt,EGY,1999,13.5,13.66666667,16.2,19,22.7,0
Egypt,EGY,2000,12.7,13.04,15,19.23333333,20.9,0
Egypt,EGY,2001,13.825,13.725,17.575,18.7,21.375,0
Egypt,EGY,2002,11.9,14.425,16.175,18.3,20.85,0
Egypt,EGY,2003,14.76666667,12.65,13.825,17.8,21.9,0
Egypt,EGY,2004,12.75,13.85,16.05,18.1,21.16666667,0
Egypt,EGY,2005,13.8,13.6,16.06666667,18.13333333,21.03333333,0
Egypt,EGY,2006,13.06666667,14.13333333,15.93333333,19,20.83333333,0
Egypt,EGY,2007,13.225,14.23333333,15.96666667,17.625,21.9,0
Egypt,EGY,2008,12.76666667,13.36666667,18.875,19.45,21.575,0
Egypt,EGY,2009,14.225,14.9,15.45,18.45,21.86,0
Egypt,EGY,2010,15.18,16.475,17.55,19.125,21.725,0
Egypt,EGY,2011,14.33333333,14.675,15.3,18.56666667,21.075,0
Egypt,EGY,2012,12,12.6,14.86666667,19.06666667,22.23333333,0
Egypt,EGY,2013,13.33333333,14.73333333,17.5,18.63333333,22.9,0
Egypt,EGY,2014,13.96666667,14.8,16.56666667,19.075,22.6,0
Egypt,EGY,2015,12.7,13.54,16,18.28,21.65,1
Egypt,EGY,2016,13.3,16.76666667,17.95,21.875,23.68,0
Egypt,EGY,2017,13.3,14,17.05,19.28,23.76666667,0
Egypt,EGY,2018,15,17.13333333,19.5,22.15,23.35,0
Egypt,EGY,2019,12.56,14.01666667,16.02,18.4,23.16,0
Egypt,EGY,2020,12.9,14.48,16.48,18.66,22.76,0
Egypt,EGY,2021,15.85,15.16666667,16.47777778,19.38888889,24.14444444,0
France,FRA,1990,6.825,8.8,9.075,8.975,13.8,1
France,FRA,1991,4.6,1.966666667,8.925,8.933333333,10.26666667,0
France,FRA,1992,2.55,5.766666667,7.833333333,8.933333333,14.23333333,0
France,FRA,1993,7.133333333,4.275,7.1,10.35,12.95,0
France,FRA,1994,6.725,4.8,8.466666667,8.675,12.13333333,0
France,FRA,1995,6.333333333,8.133333333,6.65,9.033333333,12.7,0
France,FRA,1996,4.55,3.4,5.275,9.25,10.025,0
France,FRA,1997,1.775,7.4,8.725,8.875,12.7,0
France,FRA,1998,5.733333333,6.9,8.375,8.925,14.3,0
France,FRA,1999,6.966666667,5.566666667,8.1,9.875,14,0
France,FRA,2000,5.3,7.25,7.9,9.633333333,13.53333333,0
France,FRA,2001,4.966666667,6.15,7.433333333,8.833333333,13.33333333,0
France,FRA,2002,6,8.366666667,8.466666667,10.13333333,12.9,0
France,FRA,2003,4.6,4.433333333,8.55,10.3,12.9,1
France,FRA,2004,6.1,6.05,6.866666667,10.2,12.3,0
France,FRA,2005,6.85,4.275,7.275,9.883333333,12.14,0
France,FRA,2006,4.075,4.075,5.675,8.975,12.575,1
France,FRA,2007,8.325,7.675,8.025,12.05,13.1,0
France,FRA,2008,7.55,6.65,7.3,8.975,14.88,0
France,FRA,2009,2.9,4.725,7.275,10.7,12.65,0
France,FRA,2010,1.74,4.225,6.975,9.38,10.875,0
France,FRA,2011,5.375,6.68,7.725,12.4,13.25,0
France,FRA,2012,6.825,3.066666667,8.575,8.35,12.525,0
France,FRA,2013,4.475,3.65,4.325,8.24,10.55,0
France,FRA,2014,7.2,7.2,8.625,11,12.725,0
France,FRA,2015,5.566666667,4.76,6.95,10.2,12.56666667,1
France,FRA,2016,6.5,6.275,6.9,9.066666667,13.26,0
France,FRA,2017,2.875,6.8,9.833333333,9.7,14.25,0
France,FRA,2018,7.325,3.025,5.7,11.8,13.63333333,1
France,FRA,2019,4.8,7.242857143,9.2,10.24285714,12.025,1
France,FRA,2019,4.8,7.242857143,9.2,10.24285714,12.025,1
France,FRA,2020,6.9,8.028571429,7.8,12,13.4,1
France,FRA,2021,4.7375,6.19,7.933333333,7.35,11.32,0
Germany,DEU,1990,4.75,6.225,6.9,7.95,12.7,0
Germany,DEU,1991,3.05,-0.625,5.25,7,9,0
Germany,DEU,1992,3.55,4.325,5.125,7.125,13.175,0
Germany,DEU,1993,2.975,2.125,3.575,8.3,12.625,0
Germany,DEU,1994,3.925,-0.35,4.35,7.575,11.2,0
Germany,DEU,1995,1.975,4.825,3.95,7.275,10.575,0
Germany,DEU,1996,-1.575,-2.375,0.425,6.875,8.7,0
Germany,DEU,1997,-0.725,3.575,4.275,6.15,10.55,0
Germany,DEU,1998,3.9,5.16,5.25,7.7,12.575,0
Germany,DEU,1999,3.76,2.48,4.925,8.2,11.525,0
Germany,DEU,2000,3.95,4.575,4.925,8.5,13.175,0
Germany,DEU,2001,2.225,1.65,1.875,6.3,11.23333333,0
Germany,DEU,2002,4.283333333,5.8,5.566666667,7.783333333,12.18333333,0
Germany,DEU,2003,2.05,0.366666667,4.7,7.683333333,11.6,1
Germany,DEU,2004,2.383333333,3.733333333,4.516666667,8.34,10.96666667,0
Germany,DEU,2005,5.15,1.52,2.88,7.82,10.82,0
Germany,DEU,2006,0.9,2.3,0.875,6.5,11.68,1
Germany,DEU,2007,6.3,4.44,7.16,10.18333333,12.06666667,0
Germany,DEU,2008,5.233333333,5.183333333,5.083333333,7.583333333,12.8,0
Germany,DEU,2009,2,2.466666667,4.766666667,9.82,11.68333333,0
Germany,DEU,2010,-1.78,-0.433333333,3.65,7.5,9,0
Germany,DEU,2011,1.983333333,1.583333333,3.733333333,9.416666667,11.75,0
Germany,DEU,2012,3.65,-0.15,5.66,6.8,11.71666667,0
Germany,DEU,2013,1.72,1.05,0.45,5.2,10.15,0
Germany,DEU,2014,3.35,5.1,6.375,9.416666667,12.02,0
Germany,DEU,2015,4.24,3.18,5.44,7.36,10.34,0
Germany,DEU,2016,2.766666667,4.02,4.74,7.2,12.55,0
Germany,DEU,2017,3.15,3.083333333,5.74,7.04,12.02,0
Germany,DEU,2018,3.76,0.35,1.7,8.78,15.2,1
Germany,DEU,2019,3.455555556,5.155555556,6.5,8.611111111,10.48888889,1
Germany,DEU,2019,3.455555556,5.155555556,6.5,8.611111111,10.48888889,1
Germany,DEU,2020,6.3,5.966666667,5.76,8.388888889,10.64444444,0
Germany,DEU,2021,2.688888889,1.977777778,4.8,6.211111111,9.722222222,0
Greece,GRC,1990,6.55,9.85,12.9,15.55,19.9,0
Greece,GRC,1991,6.35,7.7,12.1,13.85,17.15,0
Greece,GRC,1992,7.1,7.55,10.5,14.8,19,0
Greece,GRC,1993,6.8,6.1,9.6,14.9,19.95,0
Greece,GRC,1994,9.75,9.15,12.1,15.4,20.3,0
Greece,GRC,1995,7.8,10.65,10.85,14.35,19.6,0
Greece,GRC,1996,7.9,8.15,8.4,13.65,21,0
Greece,GRC,1997,9.15,9.15,10.65,11.55,21.5,0
Greece,GRC,1998,8.5,10.25,9.35,15.7,19.8,0
Greece,GRC,1999,7.8,7.5,11.55,15.7,21.15,0
Greece,GRC,2000,5.05,8.8,10.65,16.9,21.8,1
Greece,GRC,2001,10.2,9.85,14.7,15,20.7,0
Greece,GRC,2002,6.9,11.4,12.65,14.9,20.5,0
Greece,GRC,2003,10.05,5.6,10,13.85,22.2,0
Greece,GRC,2004,6.65,8.95,11.35,15.25,18.7,0
Greece,GRC,2005,7.85,6.95,10.95,14.8,20.5,0
Greece,GRC,2006,5.7,7.5,10.95,15.45,20.5,0
Greece,GRC,2007,9.05,9.8,12.1,15.65,21.15,1
Greece,GRC,2008,7.8,8.9,12.8,15.4,20.3,0
Greece,GRC,2009,8.75,8,10.55,15.3,21.45,0
Greece,GRC,2010,8.6,9.55,11.4,16.25,20.5,0
Greece,GRC,2011,7.95,9.15,11.1,15.15,19.7,0
Greece,GRC,2012,5.25,7.15,12.25,16.3,20.75,0
Greece,GRC,2013,9.15,9.9,12.35,16.95,22.6,0
Greece,GRC,2014,10.35,10.95,12.9,15.45,20.05,0
Greece,GRC,2015,8.45,8.6,10.6,14.3,20.2,0
Greece,GRC,2016,8.5,12.4,11.85,16.65,18.8,0
Greece,GRC,2017,4.6,10.1,12.8,14.8,19.45,0
Greece,GRC,2018,8.55,9.8,12.5,17.5,21.5,0
Greece,GRC,2019,4.328571429,7.428571429,13.4,13.51428571,17.68571429,0
Greece,GRC,2020,5.3,8.4875,12.5,13.15,18.68571429,0
Greece,GRC,2021,8.025,7.82,10.1,12.33,19.12,0
Hungary,HUN,1990,-1.4,2.8,8,9.6,15.2,0
Hungary,HUN,1991,-1.4,-3.3,7.05,8.35,11.8,0
Hungary,HUN,1992,-0.95,0.8,5.15,10.65,14.95,0
Hungary,HUN,1993,-0.25,-1.65,3.6,10.15,17.65,0
Hungary,HUN,1994,2.7,0.4,7.85,10.25,14.8,0
Hungary,HUN,1995,-1.35,4.3,4.65,10.2,14.3,0
Hungary,HUN,1996,-2.9,-3.45,1,10.4,16.25,0
Hungary,HUN,1997,-3.25,1.6,4.95,7.2,15.7,0
Hungary,HUN,1998,1.2,4.1,3.85,11.5,14.7,0
Hungary,HUN,1999,-1.35,-0.15,6.65,11.6,15.3,0
Hungary,HUN,2000,-3.8,1.9,4.9,13.5,17.7,0
Hungary,HUN,2001,-0.5,1.6,6.2,10.5,17.55,0
Hungary,HUN,2002,-0.15,4.75,7.4,10.75,18.35,0
Hungary,HUN,2003,-3.5,-3.5,3.9,9.9,18.9,0
Hungary,HUN,2005,-1,-3,3.2,11.4,15.62,0
Hungary,HUN,2006,-4,-2.3,3.1,11.51666667,14.7,0
Hungary,HUN,2007,3.5,3.6,8.5,12.6,17.7,1
Hungary,HUN,2008,0.3,3.3,6.1,11.2,15.9,0
Hungary,HUN,2009,-2.2,0.2,4.7,14.4,16,0
Hungary,HUN,2010,-2.433333333,-0.5,5.7,11.1,15.3,0
Hungary,HUN,2011,-1.5,-2.6,5.7,12.8,16.4,0
Hungary,HUN,2012,-0.2,-3.828571429,7.5,12,16.8,0
Hungary,HUN,2013,-2,1.3,2.5,11.6625,15.37142857,0
Hungary,HUN,2014,1.9,3.8,9.4,11.85,15.5,0
Hungary,HUN,2015,1.3,1.3,6.8,10.64,16.1,0
Hungary,HUN,2016,-2.2,5.1,6.8,12.6,15.65,0
Hungary,HUN,2017,-6.5,1.9,8.8,10.8,16.6,0
Hungary,HUN,2018,2.4,-0.92,2.9,15.36666667,18.46,0
Hungary,HUN,2019,-0.542857143,3.34,8.5,11.88888889,12.9,0
Hungary,HUN,2020,-0.342857143,5.475,6.7,11.7,13.72222222,0
India,IND,1990,9.25,13.7,17.6,18.5,31.1,0
India,IND,1991,4.5,13.9,13.45,17.6,28.9,0
India,IND,1992,7.5,8.75,12.65,23.8,22.2,0
India,IND,1993,5.75,11.2,12.4,19.55,24.7,0
India,IND,1994,8,9.15,15.4,17.8,24.05,0
India,IND,1995,5.65,8.5,13.1,17.95,24.45,0
India,IND,1996,6.25,10,14.6,19.6,22.5,0
India,IND,1997,5.2,9.25,14.1,18.55,21.7,0
India,IND,1998,7.05,9.85,13.15,20.05,24.85,0
India,IND,1999,7,10.65,19.4,21.85,24.85,0
India,IND,2000,6.95,8.7,13.65,21.1,26.8,0
India,IND,2001,7.2,10.8,15.25,20.4,26.15,0
India,IND,2002,7.45,9.35,15.6,21.1,25.8,0
India,IND,2003,6.3,9.65,13.6,20.25,22.65,0
India,IND,2004,7.15,10.8,17.7,20.95,24.1,0
India,IND,2005,6.4,7.95,14.1,19.5,22.6,1
India,IND,2006,6.6,13.1,14.75,20.35,26.6,0
India,IND,2007,6.9,10.65,13.55,22.5,24.7,0
India,IND,2008,5.55,7.75,16.9,19.25,23.8,0
India,IND,2009,8.2,10.8,15.1,20,24.75,0
India,IND,2010,6.4,10.4,18.15,22.25,24.6,0
India,IND,2011,6.25,9.9,15.2,18.8,26.2,0
India,IND,2012,5.7,8.7,14.6,19.65,24.1,0
India,IND,2013,6.65,10.05,15.85,19.85,25,0
India,IND,2014,6.7,9,12.8,18.3,23.7,0
India,IND,2015,7.05,10.6,13,19.65,24.45,0
India,IND,2016,8.933333333,12.73333333,16.7,22.4,27.43333333,0
India,IND,2017,8.433333333,12.36666667,16.1,14.2,27.06666667,0
India,IND,2018,8.766666667,12.46666667,18.1,20.8,26.8,0
India,IND,2019,7.2,8.8,13.625,21.3,23.375,1
India,IND,2019,7.2,8.8,13.625,21.3,23.375,1
India,IND,2020,6.475,12.03333333,13.675,19.05,25.46666667,0
India,IND,2021,8.066666667,9.383333333,12.75,15.53333333,20,0
Israel,ISR,1990,11.1,11.575,14.7,18.975,21.625,0
Israel,ISR,1991,11.9,13.15,16.61666667,19.88333333,22.2,0
Israel,ISR,1992,9.9,10.1,13.41666667,17.75,21.18333333,0
Israel,ISR,1993,10.65,10.58333333,14.31666667,18.9,21.43333333,0
Israel,ISR,1994,14.06666667,13.36666667,14.83333333,20.96666667,22.88333333,0
Israel,ISR,1995,12.26666667,13.15,15.66666667,17.91666667,21.96666667,0
Israel,ISR,1996,12.73333333,14.4,15.12857143,18.16666667,23.33333333,0
Israel,ISR,1997,13.5,11.44285714,13.77142857,17.47142857,22.62857143,0
Israel,ISR,1998,12.53333333,13.72,14.76,20.64,22.98333333,0
Israel,ISR,1999,13.6,13.81666667,16.54,19.12,23.58333333,0
Israel,ISR,2000,11.78,12.41666667,14,20.15,22.08333333,1
Israel,ISR,2001,13.76,14.08,19.18,20.98,23.54,0
Israel,ISR,2002,12.6,15.54,18.475,19.46,22.52,0
Israel,ISR,2003,15.06,13.95,14.9,20.08,25.78,0
Israel,ISR,2004,13.64,14.24,17.66,20.225,23.12,0
Israel,ISR,2005,14.35,13.9,16.72,20.58,22.75,0
Israel,ISR,2006,12.275,13.975,15.875,19.25,22.325,0
Israel,ISR,2007,11.95,13.3,15.025,18.9,23.8,0
Israel,ISR,2008,10.02,12.48,18.7,21.12,22.34,0
Israel,ISR,2009,13,13.94,14.98,19.5,22.9,0
Israel,ISR,2010,14.84,15.86,18.42,20.48,23.68,0
Israel,ISR,2011,13.42,14.1,15.72,19.04,22.54,0
Israel,ISR,2012,11.26,12.44,14.24,20.3,23.6,0
Israel,ISR,2013,12.64,14.78,18.12,19.86,24.36,0
Israel,ISR,2014,13.26,14.06,17.1,20.9,23.56,0
Israel,ISR,2015,11.8,13.44,17.36,18.9,24.28,0
Israel,ISR,2016,11.42,15.16,17.46,22.26,23.64,0
Israel,ISR,2017,11.4,12.18,16.14,20.12,23.94,0
Israel,ISR,2018,12.64,15.6,18.7,20.46,25.74,0
Israel,ISR,2019,11.8,13.04285714,14.56,17.58571429,24.11428571,0
Israel,ISR,2020,11.14285714,12.8,16.14,18.21428571,23.34285714,0
Israel,ISR,2021,13.57142857,13.9,15.8,19.81111111,24.36666667,0
Italy,ITA,1990,-2,-0.166666667,3.1,2.733333333,9.7,0
Italy,ITA,1991,-4.5,-5.866666667,2.333333333,2.133333333,4.7,0
Italy,ITA,1992,-2.8,-2.366666667,0.433333333,2.966666667,9.433333333,0
Italy,ITA,1993,-1.9,-2.866666667,-1.066666667,4,9.1,0
Italy,ITA,1994,-2.933333333,-4.333333333,3.366666667,2.266666667,8.066666667,0
Italy,ITA,1995,-6.333333333,-1.266666667,-2.3,3.933333333,7.866666667,0
Italy,ITA,1996,-2.7,-5.7,-1.566666667,4.133333333,8.233333333,0
Italy,ITA,1997,-2.2,-1.366666667,3.9,2.5,8.633333333,0
Italy,ITA,1998,-3.333333333,0.766666667,0.033333333,2.8,8.5,1
Italy,ITA,1999,-4.05,-5,0.566666667,3.633333333,9.666666667,0
Italy,ITA,2000,-4.866666667,-2.033333333,0.733333333,4.833333333,9.666666667,0
Italy,ITA,2001,-5.266666667,-3.4,1.1,1.266666667,9.733333333,0
Italy,ITA,2002,-3.433333333,-1.133333333,0.966666667,2.333333333,8.166666667,0
Italy,ITA,2003,-5.9,-6.966666667,1.2,2.233333333,9.6,1
Italy,ITA,2004,-6.766666667,-3.566666667,-1.966666667,2.933333333,5.9,0
Italy,ITA,2005,-5.7,-6.5,0.25,5.1,10.55,0
Italy,ITA,2006,-6.5,-3.866666667,-2.3,3.933333333,8.3,0
Italy,ITA,2007,-0.833333333,-1.1,0.4,7.966666667,9.366666667,1
Italy,ITA,2008,-2.166666667,-1.266666667,-0.733333333,4.825,11.075,0
Italy,ITA,2009,-5.166666667,-4.466666667,-0.6,4.766666667,10.66666667,0
Italy,ITA,2010,-6.7,-5,-1.433333333,4.466666667,7.166666667,0
Italy,ITA,2011,-3.666666667,-0.9,1.2,6.8,10.03333333,1
Italy,ITA,2012,-3.5,-6.1,3.866666667,3.833333333,8.833333333,0
Italy,ITA,2013,-2.733333333,-5.3,-0.933333333,4.633333333,6.6,0
Italy,ITA,2014,-1.8,-1.333333333,1.933333333,5.366666667,7.566666667,0
Italy,ITA,2015,-1.733333333,-2.6,1.15,5.233333333,9.633333333,0
Italy,ITA,2016,-2.7,-2.05,0.266666667,5.166666667,8.066666667,0
Italy,ITA,2017,-6.233333333,-0.766666667,3.7,4.666666667,9.766666667,0
Italy,ITA,2018,-2.133333333,-5.35,-1,7.066666667,9.966666667,1
Italy,ITA,2019,-3,1.328571429,1.3,6.742857143,8.157142857,1
Italy,ITA,2020,-0.528571429,1.714285714,-0.1,8.457142857,11.55714286,0
Italy,ITA,2021,-3.5375,1.077777778,-0.9,5.244444444,9.511111111,0
Japan,JPN,1990,-6.32,-2.26,1.18,6.44,11.3,0
Japan,JPN,1991,-2.36,-4.4,-1.06,6.36,11.82,0
Japan,JPN,1992,-4.02,-3.96,-0.56,5.175,9.7625,0
Japan,JPN,1993,-3.15,-3.45,-0.275,4.0875,9.775,0
Japan,JPN,1994,-6.225,-2.8,-1.5125,4.977777778,11.74444444,0
Japan,JPN,1995,-4.566666667,-4.555555556,-0.855555556,5.766666667,12.03333333,0
Japan,JPN,1996,-4.844444444,-4.622222222,-1.122222222,4.033333333,8.188888889,0
Japan,JPN,1997,-3.844444444,-3.388888889,-1.311111111,5.211111111,9.3,0
Japan,JPN,1998,-7.155555556,-5.655555556,0.266666667,7.144444444,11.85555556,0
Japan,JPN,1999,-4.575,-5.277777778,-2.122222222,4.733333333,10.13333333,0
Japan,JPN,2000,-4.711111111,-6.433333333,-1.722222222,4.188888889,11.21111111,0
Japan,JPN,2001,-7.188888889,-7.333333333,-2.033333333,6.122222222,10.95555556,0
Japan,JPN,2002,-4.166666667,-1.777777778,0.8,7.811111111,11.64444444,0
Japan,JPN,2003,-5.155555556,-6.022222222,-1.066666667,6.155555556,11.25555556,0
Japan,JPN,2004,-4.077777778,-3.111111111,-0.544444444,4.788888889,12.18888889,1
Japan,JPN,2005,-5.1625,-5.9375,-1,4.45,8.375,0
Japan,JPN,2006,-5.755555556,-4.366666667,-0.3,3.122222222,11.01111111,0
Japan,JPN,2007,-3.833333333,-3.288888889,-0.644444444,4.233333333,9.677777778,1
Japan,JPN,2008,-6.166666667,-5.188888889,1.077777778,6.6,9.955555556,1
Japan,JPN,2009,-2.877777778,-4.033333333,0.155555556,5.577777778,11.75555556,1
Japan,JPN,2010,-3.444444444,-4.7,-1.255555556,4.077777778,9.377777778,1
Japan,JPN,2011,-5.666666667,-2.744444444,-0.788888889,5.4,8.388888889,1
Japan,JPN,2012,-6.155555556,-6.466666667,-1.85,5.255555556,10.27777778,0
Japan,JPN,2013,-6.411111111,-5.477777778,-1.133333333,4.833333333,8.811111111,0
Japan,JPN,2014,-5.733333333,-4.755555556,-1.211111111,4.9,11.05555556,1
Japan,JPN,2015,-3.133333333,-2.6625,2.255555556,6.888888889,11.92222222,1
Japan,JPN,2015,-3.133333333,-2.6625,2.255555556,6.888888889,11.92222222,1
Japan,JPN,2016,-5.325,-4.222222222,0.422222222,5.411111111,13,1
Japan,JPN,2017,-5.244444444,-3.477777778,-0.411111111,6.133333333,12.13333333,0
Japan,JPN,2018,-3.866666667,-5.811111111,0.733333333,6.455555556,10.81111111,1
Japan,JPN,2019,-4.633333333,-4.344444444,0.4,5.855555556,13.77777778,1
Japan,JPN,2019,-4.633333333,-4.344444444,0.4,5.855555556,13.77777778,1
Japan,JPN,2020,-4.033333333,-4.177777778,1.555555556,4.822222222,11.7,0
Japan,JPN,2021,-6.225,-3.7,1.677777778,6.077777778,10.57777778,0
Jordan,JOR,1990,6.6,7.725,11.75,17,21.7,0
Jordan,JOR,1991,7.7,9.6,14.1,19.2,21.25,0
Jordan,JOR,1992,4.6,5.6,10,15.9,20.3,0
Jordan,JOR,1993,6.8,7.266666667,11.7,17.36666667,20.23333333,0
Jordan,JOR,1994,10.26666667,9.6,12.76666667,19.73333333,22.96666667,0
Jordan,JOR,1995,8.866666667,9.633333333,13.33333333,16.96666667,23.76666667,0
Jordan,JOR,1996,8.566666667,11.1,12.5,16.86666667,25.13333333,0
Jordan,JOR,1997,8.966666667,6.766666667,10.16666667,16.06666667,23.9,0
Jordan,JOR,1998,7.8,9.733333333,11.56666667,18.86666667,23.16666667,0
Jordan,JOR,1999,8.85,10.93333333,13.66666667,18.23333333,24.46666667,0
Jordan,JOR,2000,7.266666667,8.2,11.5,19.15,22.1,1
Jordan,JOR,2001,8.7,9.733333333,16.9,19.16666667,21.8,0
Jordan,JOR,2002,6.7,10.7,14.93333333,17.36666667,21.25,0
Jordan,JOR,2003,9.733333333,8.7,11,17.55,24.35,0
Jordan,JOR,2004,8.233333333,9.6,14.9,17.55,21.65,0
Jordan,JOR,2005,8.35,8.7,13.5,18.3,21.35,0
